Genes,Olaparib,Veliparib,BMN673,Rucaparib,Cisplatin,Carboplatin,Mitomycin C,SN-38,Epirubicin,Etoposide,Doxorubicin,Camptothecin,Mitoxantrone,Docetaxel,Paclitaxel,Vinorelbine,Busulfan,Chlorambucil,Melphalan,Temozolomide,5-FU,Gemcitabine,6-Mercaptopurine,Methotrexate,Hydroxyurea,NU7441,KU55933,Bleomycin,Actinomycin D,Methotrexate 5-FU,Gemcitabine  Paclitaxel
REEP5,-0.007172628,-0.292949878,-0.076967412,-0.561067307,0.212728179,-0.136050844,-0.283732579,-0.114340452,-0.752842054,0.681311308,-0.356551781,-0.199661567,-0.317829651,-0.127346291,-2.132389251,-0.325884952,-0.496798037,-0.056362139,-0.335713126,0.895552727,1.444444384,1.985131772,1.296644898,0.827616746,-0.296942209,-0.263948016,-0.036894333,0.339364814,-0.050925102,1.490474615,0.259282885
RECQL5,-0.027047055,-0.333730464,-1.534098642,-0.230406103,2.739931872,-1.537425852,1.816144842,3.735324413,1.779925557,1.532201111,2.462301764,1.692533633,0.849847117,-0.276657188,4.41028075,1.747980192,-0.776805032,-3.011416996,-0.249519768,0.767155205,1.30253879,-3.740478619,-0.928263105,2.034910424,1.302856447,0.899181783,-3.712342867,1.122211202,2.040690927,3.257469068,3.241201271
RECQL4,-0.093685008,0.382098762,-0.045776631,-0.061826772,0.110091195,-0.095301231,0.22917074,0.111971508,-1.206614539,-0.324210352,-0.039083437,0.117111627,-0.184490489,0.042311774,-0.962830694,0.612886555,-0.635281313,-0.467762398,-0.356689912,-0.177467215,-0.415869222,-0.990147282,-2.402691014,-0.23185145,-0.033967533,-1.413071599,-0.947924322,-0.035762324,-0.039741231,0.009016653,-0.020055029
RECQL,1.325294012,0.449493719,2.146790765,1.489269801,-0.365330248,0.90940135,1.094201778,1.680374727,2.296310432,1.460560356,2.187878987,0.371685941,0.58037917,0.692581545,1.976650536,0.628085943,0.377873185,1.221324428,0.52426494,-0.200890188,1.080349577,-0.16222651,-2.095354327,0.747610063,-0.176936956,1.11163739,0.940829049,0.41320386,0.438643413,0.947695816,-2.999325968
RDM1,-0.368138267,-1.325715277,0.030190792,-1.162593889,0.012186482,-0.826298882,-0.367040214,-0.004647082,-0.368473518,-0.052901027,0.020371641,0.261956844,-0.419881812,-0.039025965,-1.865736812,-0.404631625,-0.649132556,0.00049403,0.185331951,0.431071383,0.020929957,-0.434174275,0.801640238,0.015721484,-0.64614858,-0.795614859,-1.64958298,0.162190046,-0.008016546,2.184428967,-0.453333951
RBM11,-0.383930486,-0.800549438,-1.648775277,0.051258908,-1.364768393,-0.200336419,-2.487544662,-0.224885802,-0.537285554,-1.407951921,-0.558207569,-0.256169015,-0.329548844,-1.175049041,-0.411750428,-0.826982831,-2.262977165,-0.357857546,-0.270958263,-1.062433883,-1.256809465,-1.049190834,-0.345590319,-1.369652887,-1.091524177,-0.503656977,0.08740876,-1.316558778,-1.15766462,-0.843937176,0.010667279
RBBP8,-2.785949766,-2.268931895,-2.04848874,-1.615117246,-1.331163454,-2.136124472,-1.981630239,-0.009905991,0.386898118,0.158256487,-0.049565354,-0.320040039,-0.004606597,-0.090875929,-2.983897159,-0.125755008,-0.725418909,-3.232990671,-0.910095148,0.941732488,0.25676721,-0.730174419,0.520038631,-0.052193595,0.987436009,-0.180690521,-3.989209329,-0.131290437,0.013004714,-1.963912651,-2.602071344
RB1,0.270032239,-0.80585098,4.434141753,3.810427821,4.191854714,0.699450283,1.442303095,0.142092338,2.490275077,5.624224416,4.833513723,0.099194872,0.29759632,-2.241590959,5.77677819,0.014297464,2.837717941,2.642020287,0.20994756,1.919965025,-2.125879495,-1.878473309,2.655631083,-1.567749392,0.771279513,0.096136188,1.606974458,1.410359583,0.476344409,-3.783495255,2.034469458
RASA1,6.199745147,4.081054008,1.49304578,1.824869326,-0.273997154,5.41837218,2.911019118,-1.983888592,-2.831269871,-3.183027902,-5.333164674,1.897001357,-3.90755891,2.054339084,-3.700708334,-9.59313302,3.373788075,7.888169963,0.263164242,3.580336006,0.094691246,-1.337814899,-2.095552039,-1.872610697,-3.549764637,5.2460599,7.351417604,-0.389540046,0.920849337,1.45098002,-6.131233823
RAPGEF4,6.101599104,3.755898308,0.734761855,-0.516828324,2.379158079,2.267707555,-0.016455491,-1.118200319,2.248333108,2.487680339,0.264322341,-0.831335805,0.083761371,4.364175729,-0.852495417,-6.727978301,0.810940494,3.921600961,-1.300144766,-0.28962755,0.41376421,-1.571349509,4.455785733,0.133198653,5.040588406,6.701199941,5.314880898,1.214578284,-1.122721836,0.772853486,4.60802589
RAD9A,1.498740148,2.037505318,0.94593869,0.887848199,-2.954800561,-1.471700164,-0.721688429,-0.270003493,-2.219686996,-1.927843876,-1.075120838,-0.559971008,0.494684881,-0.224888923,3.888437108,0.361994122,1.421818941,-4.16485704,-2.372645824,-1.351038792,-2.077302468,-4.181323429,2.144551401,-0.89051151,0.126989721,-3.523474483,-1.461920961,-0.234041547,-0.323063436,-2.906858292,-2.770808803
RAD54L,0.060865545,1.243824922,-7.122183906,4.011841069,-4.000441337,1.812273543,-3.050338461,-4.503813588,0.543697409,0.603930217,-3.868422557,-0.006282421,-0.227226915,-0.243957637,-0.100643233,1.785420554,4.138144461,1.643474795,-0.074432851,0.339258216,1.247185176,8.606665726,3.047814197,0.550312221,0.204366544,0.301214041,2.391164681,-3.941525911,4.536822556,-0.335170399,2.740370081
RAD54B,0.87065346,1.607270576,-0.912955245,0.276803969,0.661592527,0.727220098,-1.328341763,-0.276042451,-2.36971441,0.407182726,-0.452498977,-0.564730875,0.103497191,1.534559882,-3.802094121,1.247325008,1.182041113,0.17581371,0.027562699,0.746596862,-1.330130921,0.610099004,0.822697723,-0.69301639,1.003188021,-1.349025237,1.443338428,0.151466578,-0.332700807,0.565570199,-1.100945851
RAD51L3,-0.374761132,-0.290454906,-0.022197306,0.031049095,-0.404382242,-1.126316495,-0.26862091,-0.091960552,-0.67781634,-0.292277758,-0.278254097,-0.190292552,-0.199247928,0.616996727,-0.319272232,-0.297984832,0.176218056,-0.830949197,-0.130852431,0.212213201,0.745091989,-0.053184915,0.127971365,0.312059923,0.253482187,-0.499629311,0.000761046,-0.062491303,0.547846442,0.972581366,-0.768300727
RAD51L1,-0.701009176,-1.861734512,-0.660291922,-0.410648691,-1.471443143,-1.129308998,-0.203449304,-0.148814871,-0.661430536,-0.140285937,-0.312400164,-0.463257742,0.069892648,0.471974336,-1.982290601,0.411131757,-0.780957594,-2.10036296,-0.774932435,-1.252798595,1.403923828,-2.52159453,-2.701117491,-0.285790284,-0.420052612,-1.887781228,0.943323479,-0.06760379,-1.015648972,1.603146381,-0.496448378
RAD51C,1.479459818,1.176604803,-6.726247905,0.614417682,-0.146441733,3.441323562,-0.587699415,-0.044790412,0.588320087,-0.066032603,-0.235287748,-1.248844565,-0.622337608,0.228630133,4.909376377,4.696543307,2.096263809,-2.102762778,-0.445232858,-0.472477375,1.027395808,0.6162733,3.178033931,0.563750495,2.707217066,-2.174493746,0.92037834,1.604433295,2.074817516,4.469948111,9.092556681
RAD51,-1.925607593,-1.192290566,0.424985119,-2.477700498,-2.190658883,0.908339841,-2.971022393,-0.118096505,-0.397314359,0.102115492,-0.084086024,0.064598113,0.029351508,5.624820403,1.428101857,3.681953677,-0.355657998,-0.634965629,0.185464902,0.704806077,-1.849304436,-0.540837949,1.961989741,-1.166598218,2.678048583,-0.773782847,3.33889785,0.054598765,0.265888929,-4.877585834,-1.623787328
RAD50,-1.012192209,-0.538181306,-2.089907609,-1.763094957,-1.554249662,-1.114156189,-1.993710255,-0.178694633,-0.484781113,-1.290996392,-0.760246539,-0.471828185,0.294942021,0.519081735,-0.020096508,0.013872358,-0.538941108,-1.228422584,-0.51500193,-0.490477992,-0.57184145,-0.506403058,0.224247865,0.047203858,-0.414303906,0.329343458,-0.357096801,-0.389402545,-0.910417835,-0.063590015,-1.067407794
RAD23B,-0.201391843,0.385148679,-0.243919651,-0.613976316,-0.567254398,-0.943478938,-0.492096026,-0.163402733,-0.438290235,-0.146335497,0.011095655,-0.166010094,-0.228785806,0.359607356,-0.985718527,0.596878328,0.542229706,-1.042175278,-0.188687729,-0.141699107,0.407491415,-0.409486647,-0.02992493,0.071361625,0.976701513,-0.919986924,-0.035095573,-0.085044783,-0.390241436,-0.170226027,-1.622700138
RAD23A,1.397623518,0.820782419,0.605484976,-1.274477792,-0.532960874,0.136796043,0.182723379,-0.501684155,0.252933354,-0.609550104,-0.519512529,0.237751618,0.239176803,-0.474225257,0.810092788,-2.820638744,-0.399119633,2.563598923,1.590896247,0.155981751,-0.618133291,-0.733039184,-1.861345998,-0.836356142,-1.206854757,0.905369439,2.269156898,-0.624558665,-0.775117734,1.506303662,-1.244414577
RAD18,-0.685345686,1.703624206,-1.837463933,-1.289400112,-3.102516457,-1.647148664,-2.429887991,-0.677472318,1.615888829,0.054260182,0.413076436,-0.568747423,-0.687659409,1.580333672,0.187225847,2.746948775,-0.109150421,-3.51476831,-0.971990461,1.031911021,-0.246078288,-1.322239297,0.97102889,-0.025621437,0.823205673,0.206836859,-2.988442999,-0.754025799,-0.366373906,0.433166961,0.21296085
RAD17,1.319475669,1.510766394,0.506781144,1.555446959,-2.102291046,2.103083869,-2.133609182,-0.186964207,-1.993478417,-3.659415923,-3.793103496,1.396716388,0.092485121,0.731007979,-1.930480024,0.880138749,1.642210227,-2.116466087,-1.67816843,0.145826232,0.538207102,-4.134677367,2.802540701,0.040852473,1.034071147,3.914278475,-2.028560792,-0.490602931,-0.016761539,-1.901635263,-5.37503659
RAD1,6.521300068,4.124258369,2.178264875,2.303735701,2.375747713,7.525705393,1.133596881,-0.040853204,4.528841528,1.774307328,-0.365060414,0.485138834,0.28409513,0.753921231,1.056752552,6.422147247,3.738207671,7.027432108,4.629179276,-1.404735558,0.471562001,-2.907454677,7.126113756,0.090998722,-1.169940169,7.274077463,5.495481114,2.753020885,2.913836291,0.936064809,-0.947964327
RABGAP1,5.064581479,3.321765093,3.85994241,3.612961301,1.995680651,5.768381714,2.312420984,0.454997358,3.131754703,2.648787986,-0.356198293,0.153621964,1.007576257,0.05535906,-1.07506614,5.679256649,4.955343514,3.966799536,2.628156016,-1.751947433,0.994729777,-2.957260296,5.156797461,0.033232321,3.06411445,-5.130651417,5.025395303,4.251382676,4.792131214,-2.333879577,2.902835309
R3HCC1,0.032426912,0.364962021,3.090700713,3.689024668,3.893860394,0.521694532,-1.016202559,1.422695731,0.085976601,-4.859538441,-2.036791789,-0.04478966,-0.404377505,-0.507181017,0.946153216,0.877805774,-0.465423117,0.61425327,-0.148774249,1.113507367,-4.511423084,3.188499733,0.89116522,-0.51473434,0.63184886,-0.418968785,-0.02063947,-0.700889055,0.308660114,-0.534902958,4.69995768
PTS,-1.239414466,-1.587211373,-0.612399098,-1.225284575,-0.281399168,-1.101517745,-0.201119733,0.031156567,-0.412879886,-0.556562587,0.003158365,-0.121995707,-0.118824563,0.212327555,0.099236258,2.017599292,-1.25114934,-0.387306326,-0.221189812,-1.767750448,0.788616498,-0.275125541,-0.258487055,0.435634539,-0.467510091,0.058859188,-1.560125118,0.160033798,-0.017295302,0.87594586,0.645189536
PTEN,-0.173172077,-1.354367581,-0.035025329,-1.356681987,-0.547469895,-0.353075071,-1.191887641,-0.126625042,-0.007888742,-0.395997444,-0.290632922,-0.137392193,-0.048895563,0.002757306,0.32060311,0.554524245,-0.730325357,-0.298506267,-0.049118206,-0.101292047,-0.02918889,0.00502298,-0.324026386,-0.545515611,-0.587492734,-0.742683516,-0.903813978,-1.439805383,-0.903686542,0.322703964,2.332018448
PTCD2,-1.660726229,0.176138218,0.352425402,-3.547909607,0.357870544,-1.143103783,1.085531949,1.282321846,4.316416984,3.329846565,5.218864372,3.880130388,4.37838381,1.371197825,5.811768422,4.541500678,2.771620797,-2.459913142,-1.341676834,2.299577094,-3.681794266,-3.018410824,-3.17618822,3.035512484,2.970131649,2.565907514,2.078849679,3.358743262,-6.695314,-1.261999848,2.064816093
PSMD7,3.937550443,1.818487764,-0.418482374,-0.098222652,-0.082718537,1.640830057,-0.378225596,-0.047572554,2.744902375,-0.109052322,-0.032537728,1.468270434,2.068577052,-3.490487908,2.297154171,1.496315743,-0.859622079,3.700467567,3.588507223,2.272551637,0.019565438,-0.093921571,2.061655816,-0.032080449,-2.829186186,2.900753327,0.11670494,-0.306792901,-0.858220817,-1.968489426,1.487102195
PSD3,-1.277510298,1.078879449,0.029860171,-0.711534241,-0.025296824,-1.232546783,0.662652667,-0.106907542,0.129049587,-0.180253418,0.094236522,0.822008838,-0.778953082,-0.018795978,1.859479824,2.549318513,0.214431982,-1.287561197,0.116869413,-0.93022704,0.016160403,-0.216584946,0.21618876,0.785603721,0.336031662,-4.446544477,0.236903262,-0.402313183,-0.639071155,2.301773187,-2.714601103
PRSS2,-0.428219593,-0.158987114,-0.072435931,2.570770728,1.63056819,1.618961758,-0.013782173,-0.066406265,-0.689098514,-0.078625293,-1.940055519,-0.076534898,-0.305015576,1.056211164,-0.283673575,0.287442093,0.967981335,0.433041545,-0.03596466,0.332279697,1.241236588,0.048486034,0.080573125,1.028157994,0.709588498,-0.12392598,0.905816323,-0.024119565,-0.503962238,1.806293944,0.372883601
PRRC1,1.872061712,0.478824655,0.545547158,0.666223181,0.280763841,1.477087729,-0.404934914,-0.064979657,0.239553938,-0.102187984,-0.252153092,0.347855485,0.408919792,0.555787101,-5.645166036,-0.309443875,0.243992208,2.575961657,0.915242046,-0.291871093,-0.463540615,0.16904529,1.922598025,0.031009337,-0.442198435,2.792461366,1.340447608,0.000937633,-0.216282054,1.371574505,2.59829869
PRR16,-0.914121746,-1.404693164,0.013551739,-1.229321845,-0.640816992,-0.763521791,-0.397092975,-0.340016551,-0.435897103,-0.83379213,-0.494998393,-0.136538494,-0.159071618,-1.73283054,0.037561666,0.666062041,-0.286446092,-0.516461786,-0.282007132,-1.729997347,-0.016318052,-2.080267783,-0.451742695,-0.037289822,-1.185063433,-0.19660472,-1.656512821,0.041812319,-1.046309536,0.228610418,-0.470449174
PRKDC,-0.447026304,0.592522574,-0.462276362,0.669248252,-0.04850019,2.131576058,0.574395678,-0.03555946,-2.114257222,-1.796427986,-1.473286724,-0.320414356,-1.391717344,0.315639969,-0.241919014,3.464545652,-0.326753344,2.039201834,1.337066183,-0.311458499,1.241056168,-0.707841046,0.528635325,0.960722699,0.907515438,2.922369946,1.132550554,-0.963533793,-1.325547861,1.412863776,4.470676585
PRIM2,-0.077839732,0.043033446,-0.488981822,-0.926223311,0.290726528,-0.299593687,-0.679004381,-0.65650153,-0.436259153,0.137846838,-1.018447494,-0.109823961,-0.143496966,-3.874053137,-1.369500682,-1.428592279,0.036839236,-0.150225787,-0.078002407,0.081397225,0.104680791,0.031850196,-1.087938649,1.166416694,-0.81357184,-0.800044236,-2.021202294,-0.503328794,-0.723434308,-1.932486388,0.735817775
PQLC1,-3.763477597,-2.435165892,-1.454187113,0.280642943,3.584981627,-1.757020451,-0.38917537,-0.413734464,0.443551037,0.072889829,0.338165655,0.433326633,1.070293804,1.08183272,2.360860873,4.32506761,0.082296787,-4.123511509,-0.618775971,-0.560751025,0.007554472,-0.743458212,1.411988871,0.239145411,-1.275253593,-3.953811273,-3.429127302,0.838605258,0.854406417,2.999531209,4.521212432
PPP3CC,2.926262532,1.947514369,1.951955152,2.222179067,0.017157,1.357264295,0.171843464,-0.049408118,0.268069726,0.177986188,-0.005254308,0.075702373,-0.167756925,-0.1390033,-0.218407615,0.968579112,0.715622395,2.263493425,1.169238047,0.440491895,-1.399210765,1.423482383,-1.145920775,-2.11556061,1.270812643,-3.875228138,0.331783222,2.150270755,2.444940749,-2.2982686,2.681508722
PPP2R2A,0.270290505,1.667845601,-0.971514302,-0.834414774,0.030309028,0.164756172,-0.671543654,-0.310162143,2.086558672,-0.160361507,-0.097198533,1.283067277,1.180335251,0.019776109,-0.592757522,1.883800356,-1.3543374,1.139464846,0.952564532,0.295976262,0.019262685,-0.393080231,0.227961564,-0.591716368,2.436468479,2.137552617,0.093370254,0.153040021,-0.688687029,0.64645034,0.342908565
PPP2CB,0.084556709,0.540841248,0.308915228,0.137705074,0.22923675,0.137777242,0.101508705,0.232275423,-0.57049512,0.06353874,-0.410338084,-0.297839552,-0.140881577,-0.355226413,1.123846777,-0.584257122,0.07720085,0.019132407,0.318862989,-0.229707859,0.200502006,0.471608441,-0.427320803,0.023512787,-1.060942474,-0.394303539,0.05054075,0.250604288,0.003767413,0.992964786,2.231157411
PPP1R3B,0.055459605,0.057913505,-0.255301114,0.238215779,0.237224661,0.760905494,-0.63435433,-0.356515899,-0.646344704,-1.309996345,-0.879066654,0.028002148,-0.24607914,0.616042759,-2.671318397,-0.400863646,-0.573858782,1.414039556,0.173964973,-0.252330824,0.637855924,1.045815467,2.192927846,0.228378449,-0.208831231,0.3184453,0.993914669,-0.165873244,-0.497815128,2.003094376,3.579934024
PPIC,-0.545082443,-0.408541357,0.523590869,0.342277764,-0.202239907,-0.311030375,0.33546252,-0.223416599,-0.378669995,-0.078607878,-0.047094241,-0.104285935,-0.163650933,-0.122009123,-0.807236194,-0.32825464,0.59034439,-0.217092037,-0.115906402,0.313918394,-0.165621935,-0.106134593,0.062698806,-0.119987474,0.22274787,-0.274367176,0.092089776,0.547721812,-0.265467421,-0.728156454,-1.560753617
PPFIBP2,-1.298786847,-1.837231328,-3.107637845,-1.409826861,1.665299041,-1.036091198,1.411835116,0.177670279,0.518104319,-1.178111,1.911478141,0.371526874,0.753721895,0.193850615,0.078646975,2.828948469,-0.666872949,0.132559024,-1.025583655,-1.203713542,-0.052792583,1.494927675,0.231933953,1.356358702,0.212093596,0.096901945,-1.326811121,0.767541119,-3.562676196,-0.25166376,5.370447562
PPAP2C,0.918672253,1.092155502,-1.792116704,1.893293602,0.244262951,1.327150893,1.748020843,-1.214352616,1.156101171,-0.432097041,1.006924088,-0.182454118,0.171254405,1.709759611,0.307202222,0.41895295,0.122156588,-0.096276623,0.125461944,-0.087143399,-1.042676109,1.790810481,2.173204125,-0.640294322,0.803076757,-1.212663407,2.91831873,0.441646825,0.597848897,-0.561901702,3.011028135
POLR3G,2.042290661,3.09455669,0.264680525,-0.807878719,-0.458860744,1.446961497,-2.220356442,2.039635109,4.848052589,3.44703221,2.89810476,2.420898272,2.235958601,0.495610531,6.441686332,3.505512543,0.65508803,0.490802564,-0.091217414,1.088410806,0.243995378,-0.37929356,1.108136449,0.42108525,0.332574948,3.234249296,-4.584258842,-0.204281788,3.158169495,1.291272963,6.03149525
POLN,-1.580952289,0.442121382,-0.316221509,-0.389968172,0.08447306,-0.57518454,0.204213423,0.039166353,0.221999738,0.027169925,0.164464498,0.464317565,0.286725495,0.018244014,0.334062314,0.501770939,-0.397972132,-0.340199851,-0.034699974,-0.63824226,-0.153443482,-0.09349545,-0.843557068,-0.249744046,-1.180567337,0.001881263,-0.654405887,-0.156543436,-0.84416412,-0.550679575,1.348559879
POLM,0.528048453,-0.769192028,1.102490035,-0.157454273,-0.098445624,0.270328141,0.642368603,1.474676602,1.258116613,1.883943816,1.501370053,0.52153833,0.362236474,-0.531444559,2.007988517,0.973850692,-1.103195476,-0.182296885,0.027124663,-0.077948472,1.766077841,-0.155916886,0.006986681,1.576773532,0.387651547,0.419174379,-2.258525183,-0.101963094,-0.260460577,2.815334637,1.339924147
POLL,-0.044516178,0.862540923,-0.03828578,-0.238598017,-0.028281321,0.666826363,-0.090634844,-0.110344295,-0.271280928,-0.15531117,-0.249414875,0.005660873,0.014602262,-0.23403251,1.049658627,-0.036071038,0.522775728,0.54142731,0.103067603,-0.480767568,0.735938605,0.736734054,1.18512588,0.905840811,-0.048767253,-0.277589156,0.610433909,0.560531082,-0.354087473,2.358833921,2.979182203
POLK,0.991016176,0.55941076,0.593344596,2.343207619,2.263324825,0.979941264,-1.141934319,-0.071561505,-0.296606168,-0.280852632,-0.737861019,0.422891588,-0.312408934,0.806160262,-0.898406177,0.930091891,0.412476014,1.425817066,0.912760972,-0.052256962,0.317638316,-0.233014289,0.821241243,0.601407836,0.541714046,1.404669694,0.905295228,0.030990344,-0.427866831,1.683264516,-1.12777414
POLI,1.517386767,1.458343323,1.741267847,1.397310596,2.223039866,1.138286317,0.859304505,-0.285889776,0.763318094,0.813282262,-1.753294903,0.012452394,-0.30357127,1.529756135,-5.342370003,0.008744127,1.196933242,2.016061647,0.342639395,0.636336909,0.816668283,1.78943355,0.068548486,0.396630639,0.543337425,1.297532856,1.468952265,1.035935487,-0.052742607,-2.474292202,-4.185120558
POLH,0.022682634,1.149277773,-0.470871011,-0.243427421,-0.744982707,-0.202480318,-0.127751803,-0.206468574,-0.948499208,-0.799137669,-0.465847542,-0.015857968,0.009848927,-0.337508302,-1.537193025,0.697455244,0.306286479,-1.299554452,0.036453056,0.531264391,-1.069179224,0.909988756,0.451639918,-0.296913165,0.659695807,-0.49492013,0.899716304,0.07765719,-0.343295407,-0.433176427,-1.358331084
POLG,1.066533081,-0.523166781,4.63426179,0.229440057,1.468444982,1.751953895,1.527803662,0.104408141,0.913795014,-0.376917056,0.247375799,-0.508709502,0.301263047,0.915334323,-2.814480412,2.139500144,1.66981778,2.069618705,-0.373721812,2.054802875,1.662040884,0.853350347,3.087501588,1.594824539,-0.897808813,4.659295208,0.658463481,0.918658292,0.856059871,4.805483756,5.915447305
POLE,-1.303364662,-2.618137358,0.135812746,-1.280611298,0.627714964,-0.302536167,2.119630629,0.113278851,-0.176072071,0.21823581,0.338487227,1.000899003,0.612977283,0.05539291,-2.319708171,0.253628839,-2.803385531,-0.35948973,-1.185966322,-4.289687968,0.450096074,0.199849904,-3.520429884,-0.267098131,-3.494984908,0.322968615,-2.055033821,-0.367499062,0.007927688,-1.314126036,0.474630621
POLD1,-2.60870643,-2.372261763,-2.764738337,-2.061290187,-0.51034511,-2.870057329,-1.177626047,0.056524316,0.408620324,-0.371918974,0.218414237,-0.030332576,0.275695337,0.086692391,0.722797224,0.523914901,-1.802894423,-3.212195708,-1.097959941,1.028659706,-0.382524333,-2.126577283,-0.033895136,0.069428889,-0.875545685,1.51556208,-0.009827369,0.002989287,-1.472046043,0.957673372,-3.943061307
POLB,-0.654759072,-2.173923266,-0.979264266,-0.990154902,2.043003015,-1.215961041,0.276662068,0.143633948,1.721395868,-0.08887969,-0.016598389,0.338890836,1.268878084,0.000815018,0.54417527,2.116351224,1.571393451,-0.281928844,0.572335276,-0.298252851,-0.382331969,1.051303138,0.681103001,-0.225174045,-0.1684042,-1.927071984,0.649222036,1.79103203,0.249355265,-0.316920991,0.619311274
PNMA2,-3.277304094,1.161094335,0.083938295,0.156033588,0.00706627,-2.690864074,-0.971107738,-0.081550508,-2.307012126,-0.206103089,-0.340754604,-2.351656949,-3.029179199,0.026633103,-1.162125139,4.147820617,-0.51429101,-3.553969702,-2.15908044,-0.370077525,-0.603044037,-1.536163686,1.789657309,-0.368502429,1.653685131,-6.339860374,-4.437353758,-0.25587814,-0.144027551,0.427411331,-3.236254171
PNKP,-2.653051316,-0.175923806,-0.15867429,1.389250302,1.498443253,-0.287006639,2.189274747,-0.245848293,-1.256163272,0.225189227,-0.007057688,-0.268231651,-0.81281537,-0.328004942,5.341712827,1.365082724,1.341571445,-2.286018064,-0.256364255,0.613775228,-0.82356959,0.412407302,-2.446690335,-0.616767593,1.036579184,-1.358470829,-0.409614355,-0.215672722,0.136064882,2.297607781,4.582892832
PMS2L3,1.173798193,-1.06126882,2.148404783,5.15829869,0.588568165,0.26083855,4.075701325,-1.57440724,0.292421923,-2.890764244,0.725901024,-0.371618909,-0.953235019,0.349958792,0.127160484,1.836044609,3.677332294,-1.213601579,-1.98397032,-0.108492155,2.956504692,-2.460394746,0.50677468,1.049487195,0.757826855,-0.491373677,0.256649968,-3.05192305,-4.92641882,0.629389265,2.729810324
PMS2,-3.623240522,-0.164406101,-0.764255641,0.152877689,-0.015392591,-2.551274027,2.094968185,0.049482624,-1.520465956,-0.07000279,0.10021719,0.322794422,0.808004207,0.299577561,0.779126919,3.996655842,-0.581256879,-4.078713201,-2.757261648,0.251365441,0.052714459,-0.425670722,1.775986418,0.202187443,1.706230444,-4.740911403,-4.104869394,-0.516795343,-3.092296183,0.041376998,0.127739241
PMS1,0.891831445,-0.176187991,-0.194034271,1.04057283,-0.176184241,1.340391547,-0.188373329,-0.059362232,1.61277773,0.80528907,1.178706699,0.360005602,0.532071718,0.708275522,5.297404663,-0.481240084,-0.227325445,2.0456524,0.461229283,-0.726599437,0.358497783,-0.187503587,1.359259761,0.539435048,-0.536897261,1.603981955,1.250214059,-0.211089547,-0.001634657,0.193669644,0.955597487
PMP22,2.008690767,0.250337279,0.450235004,0.291592625,-0.113007346,0.091172121,0.615671649,-0.021082196,2.080605691,0.047165792,0.130622035,-0.573170889,1.442780121,-0.129852956,-0.042155802,0.862641034,0.415698298,-2.068584164,-1.349982441,-0.759432182,-1.060848283,-0.70145381,-0.049430462,-0.74625125,-0.438247271,-3.843047325,0.250713233,-0.978315027,-0.674435978,-1.997598751,-0.4862293
PLSCR3,-0.300382899,0.343475556,0.473698546,1.105389844,0.422399803,-0.586796479,-0.193014321,-0.008508127,-0.137179616,-0.069423169,0.003904393,-0.451845238,-0.369398704,-0.207046425,0.561005581,-0.53914149,0.461436512,1.151442663,0.367281464,-0.156352918,0.139468959,-0.211158085,-1.104131827,0.20411393,-1.02856628,-0.143501769,0.800865993,-0.090376104,0.146126075,1.597086965,0.833650045
PLK2,-0.382459232,0.148978497,0.022729366,-0.13064803,-0.056325645,-0.624322022,-1.074186672,0.011719196,-0.494506091,0.009024874,0.071735343,-0.48900192,-0.347758423,-0.053153967,1.152724339,-1.042903301,-1.102563809,-0.537548407,-0.344139557,0.240291724,-1.342797129,0.158190536,0.277700605,0.056451174,0.211901859,-0.357574683,-0.644928062,-0.673054846,-0.025194439,-1.511992688,-0.238549115
PLA2G4D,0.00394899,-0.149139965,-0.196582321,-0.816301617,-0.658155302,0.532964297,-0.51940205,-0.09925538,-0.1040727,-0.322743131,-0.213102723,-0.054724776,-0.152528524,-0.785322037,-0.110006226,1.958825446,-0.51427579,-1.006073657,-0.333840263,-2.573051285,-0.127835719,-0.011313014,0.036272443,-0.172833115,0.441217321,-1.030307694,-0.58423529,-0.014352446,-0.753875403,1.181727198,0.919970121
PLA2G4B,0.330389148,-0.196764758,0.387988419,1.800723753,2.123306367,-0.085589684,1.473132,-0.56243366,-2.198573319,-0.141670608,-2.979133595,-0.017791801,-1.00527059,-0.238528336,-0.033720303,-0.243674336,-1.401474114,1.867857598,0.356277763,-0.109382129,0.210238866,5.654569324,-0.053899448,-0.288537907,0.442782876,-1.693428899,-0.320250447,-3.040243241,3.11985826,0.109441579,0.638750222
PJA2,0.003807721,0.046841803,-0.753481742,-1.704122109,1.966612072,0.219028209,-0.785997933,0.884952758,0.008893159,1.49975672,1.503397868,0.046019861,0.143732659,-1.083309621,0.541754311,0.329006446,0.088315148,-0.150814481,0.04178508,0.013521763,-0.087249156,-2.46080764,-0.474909843,-0.074793131,0.247365782,-0.06486853,0.131472055,0.692698743,3.088431455,0.367852998,-1.047648397
PIK3R1,-2.086981458,-0.247402824,1.198123554,-0.480950297,-1.238760109,-0.062694447,-0.110862452,-0.0265914,-0.325250462,-0.668926699,-0.113912431,-1.021682331,-2.052820106,0.480502963,-1.376178385,1.130360069,1.796930107,-2.617190149,-1.216336088,0.26050802,0.726534699,-0.017080935,0.82587805,0.006785568,1.856728283,-2.588540068,1.515487017,-0.213689446,0.009470218,0.268866262,2.529921377
