Genes,Olaparib,Veliparib,BMN673,Rucaparib,Cisplatin,Carboplatin,Mitomycin C,SN-38,Epirubicin,Etoposide,Doxorubicin,Camptothecin,Mitoxantrone,Docetaxel,Paclitaxel,Vinorelbine,Busulfan,Chlorambucil,Melphalan,Temozolomide,5-FU,Gemcitabine,6-Mercaptopurine,Methotrexate,Hydroxyurea,NU7441,KU55933,Bleomycin,Actinomycin D,Methotrexate 5-FU,Gemcitabine  Paclitaxel
PIBF1,-5.506456303,-1.779575284,-1.006821242,-1.486842869,-0.990191984,1.423658863,-0.469360135,2.535552601,3.747891794,2.466264729,4.903949001,2.348806718,4.508290518,-0.060208311,1.416771888,4.724115172,1.190288124,-2.182275693,-1.825921992,0.407516942,0.106612895,5.248949914,-2.107894626,-0.021428275,-2.156743232,-4.130901751,1.426773815,0.343721302,3.332747845,-0.246370396,3.705418487
PHF11,3.120968764,2.675243319,0.397785499,2.424450332,0.148231985,2.124839451,0.572492652,0.016894385,-0.760150306,-0.055506776,0.000159557,-0.075566464,-0.265753604,0.038565395,4.338216703,2.831982298,1.359186191,2.366704647,0.69209689,0.585712832,0.273015306,-0.25146181,0.813190318,-0.07938628,1.614569895,0.451616664,1.886808175,0.162284145,-0.035389359,1.448194915,0.902336886
PGGT1B,0.094950795,0.122860035,-0.38127231,1.372128935,3.27376084,-0.037194937,0.29007207,0.056838355,-0.071639467,-0.687875822,0.085058862,-0.059232946,-0.101544164,-1.842420111,-0.09335943,1.8231401,0.250539861,-0.167153469,0.170344678,0.263242849,0.189084934,-1.126556525,0.707446539,0.355283624,0.050152246,0.45203052,-0.064468075,-0.520536808,-1.737166825,-0.361574436,-2.501112484
PER1,-0.182918249,-0.44361656,-2.67676004,-0.852148636,-1.150242578,-0.537402882,-2.558288968,-0.990413237,-0.131506869,-1.540441729,-0.045405181,-0.315787243,-0.259989031,-0.076204937,-0.046093391,0.81025027,-1.667324908,-0.409475395,-0.20561913,-0.148059406,0.153689053,-0.524798526,-0.320491977,0.065965963,0.36775872,-0.262614015,-0.034786653,0.027703781,0.186805882,1.001953085,1.811223086
PDE8B,-0.186848734,1.192317958,-0.188244615,0.042066825,-0.38763076,-0.176982355,0.789246081,-0.257892382,-0.234633296,-0.056992517,0.002838982,-0.439409881,-0.321689495,-0.375610857,-0.123020839,-0.478586932,0.254065818,-0.578625328,0.022496912,1.048335364,-0.26774763,-0.663778955,-0.284400991,-0.067199715,-0.361505133,0.083933792,1.04684308,-0.066685186,-0.216644108,0.089401644,-0.165399606
PDE4B,10.28973081,8.073016043,0.904818267,1.264149331,-0.04561581,6.973480906,0.52005937,0.001304999,3.90390621,0.106992944,2.169650753,3.870181521,1.970355416,0.262218884,0.390150539,9.07938201,0.655244463,9.393190255,7.872970039,-4.294193696,0.504423934,2.439049924,7.117920444,0.109237889,-5.544736942,5.517092683,-8.22133675,-3.361323442,-0.098232105,-0.907243223,5.862632641
PCNA,-2.666282671,-5.080755813,-2.250600265,-0.755624275,-2.919406397,-2.99728013,-2.984054623,-0.179455617,3.588132233,1.62872214,1.810071397,2.089817166,1.64805519,-0.147513966,0.764218206,-0.854549717,1.309640542,1.100244488,1.00337247,-3.723120113,0.036083134,-0.610301323,0.238911949,-0.014949435,-4.329116592,5.622728429,2.502437741,1.977039257,-0.42231649,-1.114564272,1.270920168
PCM1,2.130333019,0.010921339,1.536762791,1.800218433,1.983535305,1.658990338,1.642812935,-0.374706435,2.131177113,0.829239059,0.010998775,0.45156351,1.143617459,-0.169479049,0.958971921,-1.415645532,1.755532034,3.396455151,1.393181598,-1.848343492,0.353496841,2.29700999,1.464292498,0.280300942,-1.633593761,4.054373303,1.660913084,0.09010923,-0.163960614,0.352685952,4.59959562
PARP2,0.573632223,0.010146616,-0.189514226,-0.396019323,0.032288419,0.41059897,0.00173668,-0.193227873,-0.501014075,-0.064036641,-0.334576175,0.704961467,-0.474001683,0.020839841,-0.085685144,2.019993836,0.009004491,-0.384001655,-0.349070426,1.643806795,-0.288894155,-0.157083389,0.354755334,-0.518437782,0.154809404,0.067695528,1.007932894,-0.109500066,0.368254391,0.039895227,-0.219491292
PARP1,-0.588593198,-0.531679324,0.52198805,0.209092872,0.073011309,0.274292844,1.500572771,0.063242768,0.17536784,0.01895983,-0.03077855,0.259833148,0.189502412,0.016203956,3.461878922,0.304808726,0.602463995,-0.458529492,0.133212259,-1.187684398,2.054341196,0.008991821,-1.134424066,1.536926277,-1.188604148,0.181131098,-0.56926698,0.133898933,-0.026899845,5.877337013,1.609810108
PARK2,2.226809867,0.820779454,0.246226168,2.389344493,-1.822465909,1.098732808,-1.119420962,0.018157992,0.692162444,2.707018983,-2.631466546,-1.036953634,-0.001830651,-0.698789397,-1.545307346,2.963060504,3.203366733,1.575215808,1.548054022,-1.847740697,2.793097354,3.428598251,-1.63070164,-2.663833712,0.891227078,-1.207260498,2.266989705,3.310966652,3.280294805,-2.882296306,2.460470094
PAPD4,-0.079249518,-0.150424648,5.742926551,2.081610459,-0.858204499,-0.787831964,0.355751365,-0.367693193,-1.075208454,0.253578119,-1.319668789,-0.759294665,-0.587528418,0.069079758,-3.97993488,1.690960317,1.339354215,-1.866236561,-0.138434313,0.451049989,2.727217893,0.015464563,0.820705945,-0.637311419,-0.091788517,-0.087083722,1.005419954,-1.067177387,1.612317013,-3.668750989,-5.260284402
PAM,-0.053904136,-0.537807651,-0.069258771,0.060837602,0.030968908,0.059231201,-0.249292291,0.116889513,0.013607846,0.080245221,0.071726942,0.005354111,-0.013956536,0.01207685,2.632019078,-0.300948036,-0.04519787,0.019262183,0.074433434,-0.756157403,0.042219756,0.41799214,-0.452675037,-0.066151506,-0.463050949,0.071102214,0.755543495,-0.848083992,0.101273805,1.312908909,0.1286708
PALB2,-3.513041207,-1.60121229,-4.95718254,-1.73990381,-0.809206665,-3.867297954,-1.941861151,-0.067814229,-0.205768568,-0.4151159,0.086868038,-0.399420786,-0.030425849,0.059013048,0.535150948,-0.550464961,-0.279678084,-3.099091558,-0.785853692,-0.635920195,-0.031960661,-0.390400383,-2.104252068,0.142751198,-1.024180889,-1.323061188,-0.296673035,-1.60777609,-0.763752342,-0.483133891,3.559700457
PAFAH1B2,-0.507093673,-0.908856329,-0.258484744,0.277553659,0.504864751,0.570883116,0.139025948,0.112315442,0.380249756,-0.395438853,0.821261771,-0.143974967,0.103848241,-1.33998046,-0.152057612,1.671480664,0.282006396,-2.321319402,-0.045615525,-0.329960115,0.859521697,-0.520891525,-1.025193639,0.226151261,0.022396034,-1.029980615,-0.031552002,-0.646364275,0.464411544,1.371707279,-0.102716791
P2RY5,-2.264980463,-2.713242098,0.483287702,1.069247653,-0.491904205,-3.220965299,1.04743571,-0.118950064,-1.804166856,0.462133808,0.629540967,-1.514046493,-0.676748981,0.952686699,-1.1488282,0.267338076,0.65740535,-2.79177346,-1.722548638,0.667086373,-0.349958514,-0.311973253,-0.97837065,-0.328683579,0.520120317,-2.424197362,-1.602201827,1.187044758,-0.115346548,-5.19565574,-7.313105267
OIP5,2.606164479,-1.38119565,4.180138046,2.869512984,1.904423804,-0.026687392,1.107902728,1.020380817,2.75462137,3.20218527,3.484485302,0.221688935,0.285063214,-1.420217468,-2.365658944,-1.802843661,0.856568205,2.663579982,2.268799552,-0.791769146,-1.303185914,4.186237272,3.662711778,1.803582354,-2.034000378,4.156806319,3.918639238,-0.003252785,-1.466724551,-0.51411612,7.045523864
OGG1,-0.669933778,0.041877175,-0.073779383,0.541650156,0.013867761,0.288125449,-0.207668321,-0.074980493,-0.718697776,-0.10928459,-0.169218847,-0.405824707,-0.478007473,0.07303525,-0.285310675,-1.666387469,-0.188094677,0.19174629,-0.594029699,0.259546986,-0.136825498,-0.418102356,0.132876125,0.0235675,0.145667904,0.209438991,0.078977271,-0.180826794,0.250692649,-0.788429896,-0.480334179
ODF4,0.837269854,1.135965117,6.137797491,5.803203535,6.582699145,1.083818368,6.318638882,2.422757965,0.230486821,5.430249235,5.219712639,0.518117632,0.128974412,0.538288143,3.042211136,-1.806814695,4.502149805,1.725917929,0.126874829,0.422526946,1.045965191,5.298630181,2.035508569,-3.581293804,0.215626707,2.222015654,1.30972135,5.556575955,4.262653484,-1.372735692,1.399851339
ODF3,1.918683725,1.204458802,0.292883947,0.332052519,-0.024201365,1.940894727,-1.177996406,-0.010732138,0.465801102,0.002851518,0.019620408,0.625429692,0.418638786,0.164277978,0.256189015,1.013206982,-0.707479587,0.692344462,0.887117157,0.617135554,-1.425728381,-2.616979088,1.036187124,-0.96365667,1.774813978,-0.069713066,-0.062217496,-1.71101728,0.078428916,-3.082198337,0.070369208
OCLN,0.229506703,1.610033596,-0.868837808,-0.625444601,0.462838477,0.684431598,-0.365313759,-0.164658499,0.502731494,-0.282247199,0.148306597,-0.370353596,-0.346377257,1.221872028,-0.221295008,2.674073675,-0.34577734,0.791621726,0.657060317,0.055640328,-0.368249087,0.702819956,0.287846373,-0.070305359,0.995589308,-3.092152429,-0.973710556,-0.394386262,-1.258358189,-0.245855207,2.157028038
OCA2,2.105446529,0.946553684,4.245816655,2.076786841,3.23291016,0.332116111,4.297843633,-0.161369741,0.734302422,0.301291789,-0.054030554,0.05040306,-0.248074735,0.105121621,1.972938553,1.885736458,3.67307217,2.699767616,0.290111113,0.484934004,1.957919352,4.614504862,0.186368831,1.139826389,1.076216236,1.711362804,2.22510444,3.094363779,0.132872931,0.964234788,1.390293399
OBFC2B,-0.320711,-0.292166978,0.080299609,0.231202083,0.208936863,-0.164267557,0.144934633,0.318422327,0.504384674,0.281596085,0.108623974,-0.119517478,0.494754537,-0.918086003,-0.267067374,2.200653364,0.208368863,-1.507227616,0.469465646,1.041352859,0.007227394,-0.891496121,-0.19167826,0.055507213,0.381965867,0.837961375,-1.039287643,0.009683244,0.338272135,0.671346889,-0.363850666
NUP160,-0.879761709,-0.284873748,0.054183145,0.202891157,0.023614108,0.083055475,0.016154863,-0.46050402,0.674840343,0.255134257,-0.421716154,0.049505489,-0.107344252,-1.896679359,-0.18843756,-0.155374639,-0.387428589,-0.0832995,0.287265917,-0.839119918,-0.597320638,0.150789705,0.026057192,-0.545653767,0.018013057,1.337093967,0.133558568,0.289991642,0.062249965,-1.649788802,0.088581406
NUDT12,3.933429455,4.923978957,1.88263528,0.107470325,0.118441463,5.073560393,0.849388852,-0.460488911,0.276043785,1.53852231,1.612714867,0.337952327,2.251682626,0.75850093,-0.950687647,2.140044299,2.640381975,3.998204,2.042072322,2.894159263,0.068339337,2.663049305,4.822959703,0.069257761,1.816235388,4.082550127,4.539771178,1.887161182,-2.066330255,0.41534883,2.600593946
NUDT1,3.71840489,-0.36129795,-0.096762339,0.655757481,-0.22050317,1.884342253,1.060372427,-0.170621502,0.074019024,-0.294532528,-0.115197939,0.583384815,-0.67788829,0.08829858,1.978244372,0.186347588,1.461899386,4.727986317,4.332297264,-1.969519729,-0.018151545,2.347699383,0.869758226,-0.025001687,-0.032429664,4.602153854,1.573749309,0.862063298,0.704054775,-1.026211923,1.980968374
NTHL1,-1.754832474,1.318236024,-1.742321662,1.577407832,0.222787098,-1.526087842,1.509326609,-1.59146451,-0.168372906,2.382267954,-1.070653451,-0.256152102,0.3900062,-1.827201807,-0.317201367,0.150138503,0.242201388,0.111710924,-0.617513613,1.019361303,2.336830039,-1.512196861,0.924814586,2.467566468,0.859494973,-1.25352551,-0.802497958,-2.242027907,5.031555642,0.776564836,0.045904219
NSF,0.555632186,0.51019927,-1.053583529,0.75879799,0.54290517,0.376712978,0.451721007,-0.144205666,-0.02342746,0.242678468,-0.19419255,-0.198472056,-0.771636775,-2.812663934,0.278678369,-1.414931787,-0.794553746,0.799888931,0.520498038,-0.166026274,0.608712649,0.675156451,-1.897039003,0.227957761,-1.810179305,-0.277990838,0.370851338,-0.421521508,-0.636566274,-1.209147028,0.231522019
NRN1L,-1.652437765,-1.497863386,0.087128005,0.149745255,1.314014851,0.149288041,0.279572045,0.130656248,1.704767174,-1.10407302,-1.029263307,-0.637058402,0.235305181,0.833581931,-0.315554033,-0.875121012,-0.628767643,-0.430591571,-0.51807442,-0.731285426,0.120710735,2.130300168,3.459779683,0.549364473,-1.782151779,0.181952226,2.043477183,-0.57443257,-1.583405481,0.798137451,0.87611032
NRIP1,0.418272895,-1.787263618,0.844401205,1.644442593,0.547528377,2.055706953,0.202051054,0.168469653,0.188672295,-0.454954104,0.29209917,0.358041476,0.627336274,0.157408685,-3.63677563,1.545998148,0.257768089,0.92212015,0.224249417,0.213136612,1.620807115,0.74163864,1.145477333,0.609534415,2.280175748,0.219258655,5.553552567,0.192075233,-0.33232828,0.317293438,-2.19124012
NOTCH2,-0.051284884,-0.766554778,0.415489442,1.072986764,0.166142718,-0.101123777,0.054994151,-0.010319603,-0.194045684,-0.2589032,-0.311217024,-0.178859778,-0.20739587,0.503357908,-0.075279129,-0.050922666,-0.243603715,-0.025270568,-0.250262357,-0.599384099,0.007151908,0.086907644,-0.373271732,-0.22903184,-0.336747082,-0.283503419,0.628645051,0.235021434,-0.302577544,0.748265877,1.150304861
NOLA3,-2.25548797,2.115238757,-1.401984325,-0.183657488,-0.155392955,0.449118087,-0.141206912,-0.119765433,-2.816634501,-1.337866871,-1.034486152,-0.649778715,-2.91161603,1.590251851,0.799796653,-0.952388855,-0.511945882,-2.210022979,-1.873780943,-0.263442508,1.163643664,-1.497291843,-4.019117609,0.958161359,4.623461662,-2.632877735,2.897791136,-0.277801142,0.49682866,1.893740568,-3.482632828
NIPA2,-0.339871511,0.447761881,1.353310297,1.614609374,1.059792057,1.29213859,1.493860495,0.153760361,0.501060274,0.319722473,-0.719731986,0.943046769,0.536559652,-0.34638776,-0.282295312,-0.71395516,0.51825557,0.536137005,0.370199463,-0.044891305,0.434279653,-0.043092698,-0.384424875,-0.228525771,0.481590125,0.575258436,1.611318641,-0.109936182,-0.643276425,-0.170098154,-1.27537459
NIPA1,-1.068693197,1.23532197,-0.091552525,-0.079867562,-0.464486407,-0.583760801,-0.510339224,-0.171716217,0.105582043,-0.029434132,-0.138411249,0.04360994,0.040664349,0.482653044,-0.014192614,2.059206301,-1.21621317,-1.49909211,0.00454441,-0.384933633,-0.097986934,-1.198873253,1.585356902,0.495606725,2.005267405,-0.831358367,0.908275869,-0.11793334,-0.508178539,-0.148960763,1.04121553
NHEJ1,-0.616050638,0.855373217,1.33633488,-2.392629656,-3.674576102,-0.426347932,-3.856898804,3.681848724,1.110431838,3.845981808,5.473798717,0.302148729,0.844411062,1.006583518,2.78746497,1.742014102,-3.250144286,0.109073886,0.121309075,0.929010562,-1.231199962,3.027375822,1.098737913,-0.85361372,1.056049997,-0.437430059,1.232252085,3.078563701,4.734553842,-0.127390553,3.524281955
NFATC1,5.826066041,4.183234879,3.746853439,1.555503756,2.165861183,-1.197329372,2.814065333,-0.092571986,3.608352356,4.076198067,1.932129101,0.22819551,0.552396009,1.357898184,-0.372566964,4.943825966,-0.138739521,6.784541613,2.914960225,1.650655496,-1.849109367,-2.845668848,-0.06656995,-0.693442443,1.789146897,-2.845244233,3.221478079,4.250656635,-2.665486779,0.83461408,2.0223272
NF1,5.149111624,1.082986562,0.450401998,-0.09131227,-0.367476829,-0.900226932,-0.893252944,-0.131319485,2.608719793,0.516354017,-0.077450565,-2.122623143,0.813669031,-0.066296266,-0.277394013,-1.000014949,-0.222046425,1.689332502,1.993556092,-0.463723088,-0.025376569,-0.545520764,4.807669882,-0.042914981,3.668923091,-6.46227493,-1.477013448,-0.241005402,2.053612296,-0.059739084,-0.430665023
NEK3,-0.687096195,-0.296948901,-0.369793459,-1.529176788,-0.645397279,-0.752860229,-1.879841505,2.532296934,-0.093270691,1.676854291,3.271483266,-0.246626833,-0.22601499,-0.008205204,-0.268035239,-1.041027767,0.019955139,-0.58895873,-0.018636064,0.515473212,-0.356170025,-0.107335306,-0.370464075,-0.153702629,-0.239683224,-0.514233776,-1.145184631,2.257904765,3.620793188,-0.065747374,0.852591949
NEIL3,1.20244636,0.355674282,-0.289711253,-1.161078269,-0.319243837,2.467408164,1.113829583,-0.189761577,1.619726485,0.096455049,1.182153102,0.139433804,0.023924515,-0.067273751,1.69829929,-0.832534919,-0.957334818,1.851213751,0.861294422,-1.489051169,1.943127748,-0.239786859,2.110776386,0.460075745,-2.516248262,1.229341804,1.356335832,-0.722517955,-0.03319714,-0.291564228,1.849424229
NEIL2,0.543425892,2.433809073,3.299676919,1.018831342,2.042416146,1.139727108,1.903007366,-0.676068231,1.254487563,-0.831113772,0.922666442,0.161170732,-0.705153741,0.483987503,1.399040816,2.208890399,0.150059756,2.201735102,0.156982561,1.700398325,-1.396555032,1.524186524,0.975859725,-1.372891674,0.44234007,-1.581411161,-0.371262138,0.242186688,-0.785617697,1.151667869,4.055245615
NEIL1,-0.23488417,-0.103631382,-1.593308437,-1.19878664,-1.858575679,-0.615895265,-1.273599776,-0.263578971,-0.070224173,-1.217345592,-1.403347767,-0.146017861,-0.039121542,-1.142512575,-0.264058155,-0.639823041,-1.905651435,-1.140252667,-0.050270825,-0.248545946,0.002010943,-0.566542436,-0.235448662,0.065499548,-0.523357858,-0.161649037,1.025826072,-0.904549531,-0.831004536,-2.017713884,-1.414758603
NEFL,0.177260085,0.311567378,1.234855205,0.649778654,-0.777527243,0.15619408,0.937897892,0.112832765,0.163280786,-0.260240823,0.081017571,0.253189325,0.149826014,-0.238559963,1.658835779,0.011341034,0.439387764,0.178456553,0.2302986,0.051324071,-1.17829176,-1.54053012,0.253447287,-0.588459012,-0.548360294,-0.362624139,0.222185373,1.107305086,0.077533621,-2.452070891,-0.542362218
NEF3,-4.239144432,0.531820598,-0.020658142,-0.43528505,-0.0886925,-3.027956603,-0.009802233,-0.127450304,-1.208913716,-0.113277881,-0.096630117,-0.329948592,-1.032084084,-0.289597102,-0.131254052,0.268636853,-0.061599509,-4.110233835,-0.930165811,2.960206298,0.528766974,0.538695085,0.373788243,0.363656342,2.344799123,-2.985638903,-3.734398795,-0.218276979,-0.125285303,-0.079842814,0.639323676
NDUFAF1,-0.310988084,-0.23890312,-1.302097581,-0.374699149,-1.496249813,-0.502339924,-0.813291497,-0.426333785,-0.773512706,-1.201993976,-1.620606516,-0.218425934,-0.078185831,0.095613471,-3.00503657,-1.441117924,-1.352167929,-0.247118451,0.591149903,0.487075849,-0.019518573,0.099713576,-0.223622652,-0.092138015,0.354667419,-0.481013623,0.381768158,-0.469731945,-1.850320547,1.826556023,-3.468298984
NDNL2,-1.263318386,-1.261375633,1.496048485,3.336063968,2.287703147,0.195704098,0.865571661,0.507553681,-0.189947858,-3.913914454,-2.729699777,-0.087115199,-0.016827117,-0.125963113,-0.131895596,-0.857560394,1.062821855,-0.535941173,0.053403491,-0.470418866,-0.896560285,4.935272182,-0.129093757,-0.352529508,-0.680027958,0.007049306,0.014746605,1.862276337,-1.578388707,-0.255803092,0.639343755
NDN,3.119782683,2.334477839,-0.795237582,-1.452922926,0.198936534,5.321773277,-1.399482243,0.578644437,3.6446368,-0.11181744,0.637684536,3.91860495,2.14977901,-0.092164967,2.931585689,5.58241303,-1.374743359,0.271045178,1.55297875,5.066327792,0.703974062,-0.117745133,3.762794455,0.595783998,3.677234607,2.743140655,0.137193639,0.031641675,0.612762681,3.077271025,2.81395162
NDFIP2,-0.359579038,-0.488429391,-0.403777028,0.363505232,-0.123711912,-0.341387079,-0.863773791,0.014757372,-0.324755405,0.144137532,0.068015769,0.229824556,-0.32496822,-0.055147629,0.619928706,0.147487929,-0.65879782,-0.459209388,-0.303559756,-0.437516837,-0.513507994,-0.673886411,-0.541404452,-0.161264966,0.31721466,0.103028243,0.113337643,-1.512574874,0.024397292,-0.337731963,-0.335696372
NDEL1,-1.430598423,1.329251376,-0.206357705,-0.11861437,-0.041384808,-1.367100639,-0.060496644,-0.056350397,-0.039719625,0.007830883,-0.040297363,-0.160971091,-0.221885103,0.64277391,0.355237096,-1.510960206,0.95115488,-3.16883559,-1.004924856,-0.270529616,0.492208165,-0.881014683,1.107449966,0.069930549,-0.644458183,-2.777027387,-1.012598328,-0.016901911,-0.202017498,-0.069612026,-0.191215923
NCOR1,2.832017559,2.085699557,1.475281583,1.666295019,-0.494865963,0.25744026,-0.154566165,-0.045679896,0.423534462,0.624296789,-0.315822583,0.036072943,-0.665616165,-0.065851875,-0.176664598,3.211292622,1.232996425,0.0305554,-0.013819228,0.673658809,-0.824276069,0.735101993,-3.881034976,-1.200399436,2.694713855,-1.748124882,0.857836788,1.91206191,1.728570038,-1.223255455,-1.715209999
NBN,-1.333288911,0.613400621,-2.054002334,-0.437349215,-1.745068483,-0.284752911,-1.242334445,0.02311352,-0.009317587,-1.15821057,0.689495978,-0.111823027,-0.260653796,-1.081535344,2.556161256,2.342357819,-0.020859206,-1.283109745,-0.236182223,-0.237667034,0.236766517,-2.196539056,0.887976678,0.303494877,0.675098053,-0.229773337,-0.953981249,-1.112831568,-0.482662862,0.342362514,1.49611009
