Gene,ABT199,Quizartinib,JQ1,Vorinostat,Selinexor,Cytarabine,Mitoxantrone,Decitabine,Azacitidine
KNDC1,-0.436679486,-0.016988932,-1.029578861,0.734705094,0.245720661,0.681124009,-0.514643981,-0.966063724,-0.926178279
KPNB1,0.813511105,0.280870442,-0.148946107,-0.412419528,-0.138355536,0.105441292,-0.086482158,-0.212301353,-0.091357821
KRAS,-0.483618291,-0.161444234,0.141258352,0.287379081,0.405571239,-0.050107851,-0.536738053,0.100224396,0.122562498
KRT73,0.287389931,-0.056658005,-0.225082872,-0.152903947,-0.180391936,-0.113282586,-0.06514149,-0.307494894,0.050407306
KRTAP10-1,-0.214007031,-0.097492749,0.134629789,0.048952267,-0.022601199,0.045911951,-0.027140779,-0.060265007,-0.070912853
KSR1,-0.277174474,0.533354983,-0.535931445,-0.138719991,0.003351546,0.030858484,-0.315098076,-0.394740358,0.038304051
L3MBTL1,0.178360021,-0.017525443,-0.02673254,-0.061399257,-0.203958026,-0.04649556,0.058250288,-0.08316476,0.069532819
L3MBTL2,0.292391453,-0.287306738,-1.188684598,0.029732932,-0.048146342,0.09818623,-0.319507514,-0.032925015,0.103034262
L3MBTL3,-0.28499319,-0.165469067,0.689162432,-0.642312081,-0.1032578,-0.221511225,-0.612388553,-0.603196458,1.05286193
L3MBTL4,0.041682832,0.031805287,-0.023498535,-0.025787583,0.239540045,-0.155113924,0.186355582,-0.221720958,-0.101542053
LATS1,-0.256327273,0.136824049,-0.560489424,-0.181247949,0.016624053,-0.116667519,-0.052606391,0.062904703,-0.53096531
LATS2,0.288242658,-0.091683437,-0.300232952,0.263231474,-0.012566927,0.073462141,-0.085424458,-0.280832307,-0.195587992
LBR,-0.651923131,0.107580989,0.483813529,0.060590015,-0.229967787,-0.038773147,0.194272993,0.188618502,0.172050598
LCK,-0.088683155,0.104502464,0.337309211,-0.078503779,0.371014615,-0.153032691,0.255858015,0.361736967,0.390138908
LDB1,-0.121150953,-0.493645233,0.295611189,-0.068784492,0.54965963,-0.180120267,0.221778049,-0.149674231,0.0608717
LDHA,-0.189561646,-0.034410788,-0.142340284,-0.024540031,-0.165307934,-0.1132826,0.209894655,-0.029469191,0.04384329
LDHB,-0.489997086,0.020195903,0.305201561,-0.064634357,-0.218824955,-0.159491143,0.191688146,0.344711711,0.251362457
LDHC,-0.053891771,0.117488856,-0.04794686,-0.027361012,-0.19509715,-0.03402378,0.093265373,0.071377364,0.033352497
LEF1,0.044516086,-0.009216289,-0.357919207,0.123097506,0.050834046,0.266501743,-0.077743371,-0.187968114,-0.205179868
LHCGR,-0.051550372,-0.143036984,-0.124422865,0.035921088,-0.088105035,0.002583646,-0.182689834,-0.161820189,-0.264238345
LIAS,-0.109244322,-0.304220176,0.02611144,1.414758286,0.267644832,0.58293689,-0.461378334,-0.088054499,-0.280189226
LIFR,-0.299833214,-0.048415317,0.252995179,0.534832515,0.348519242,0.328079315,0.035842782,0.217607226,0.272759075
LIG1,-0.04871963,0.071798679,-0.127401202,-0.239364388,-0.021709921,-0.195612284,-0.111655316,-0.017789654,-0.199473251
LIG3,-0.093347879,-0.223402173,0.18247851,0.31772227,-0.286751279,0.099410314,0.007631633,-0.129565755,0.385386678
LIG4,-0.71272132,-0.018926549,-0.062977408,-0.059464836,0.19556972,0.144305653,-0.608979646,0.052922983,0.183480185
LIMK1,0.089665595,0.022816858,-0.344732874,0.328098347,0.134739989,0.103534588,0.103129906,-0.131374415,0.061048837
LIN9,-0.415037441,0.409764245,-0.436011551,0.035093681,0.099168551,0.095762313,-0.407961283,-0.356716383,-0.064547163
LIPF,0.017171164,0.0988702,0.179121595,0.152572314,-0.201705848,0.083558722,0.204896685,-0.106683264,-0.022421625
LMO1,0.092867747,0.092790893,-0.183689274,0.233695757,0.070265316,0.207328286,-0.021015657,-0.384249974,-0.175220123
LMTK2,-0.037107554,0.01735085,-0.251993112,0.00461299,0.088422525,0.072926062,0.091285304,0.133902696,-0.049356268
LMTK3,0.309863993,0.162159888,-0.191962125,-0.101253981,-0.053806643,-0.152224329,0.024691482,0.087523662,0.153072581
LOXL2,0.324931009,-0.188898928,-0.512885517,-0.019336213,0.340678725,0.043001247,-0.130789396,-0.105045943,-0.434587023
LRGUK,0.104714825,-0.129528321,-0.414173577,0.829056097,0.585630466,0.500380079,-0.184170306,-0.590773823,-0.395666956
LRP1B,0.255307321,0.027352489,0.315164267,-0.230673675,-0.297944429,-0.343255866,0.001432389,0.212639437,0.064238456
LRRK1,-0.000786622,0.015909539,-0.130027089,0.224432983,0.175788523,0.159033417,0.017712421,-0.198185591,-0.031409906
LRRK2,0.261647288,-0.025627814,0.007923314,-0.078118818,-0.136469239,-0.01653165,0.27555377,0.317035267,0.174131358
LSM11,0.199195818,0.068233492,-0.671490022,0.020255041,-0.115915588,-0.108227376,-0.028039737,-0.276571581,-0.372590052
LSM6,1.755720543,0.021234242,0.288882871,-0.220655173,0.338503161,0.411835239,-0.192305119,0.214023344,-0.499445047
LTBP1,0.006293895,-0.061568581,-0.390324341,0.219640798,0.049101211,0.20801548,-0.097350304,-0.238826237,-0.303798765
LTK,-0.1952642,0.061152658,-0.004586913,0.008440975,-0.032171798,-0.056762131,0.303886025,0.002896706,0.016297382
LYN,-0.065365207,0.0653264,0.078466525,0.097878416,-0.015055942,0.033050565,0.041747592,0.238881949,0.133364777
LYVE1,0.130159625,-0.124886461,-0.122944852,0.087177846,0.080517884,0.159349204,-0.217250216,-0.285592529,-0.254027276
MAD2L2,-0.291165072,0.208843953,0.087669296,-0.414829364,-0.647567955,0.026961661,0.139226562,0.174662121,-0.018479543
MAGI1,-0.198980134,-0.264592191,-0.156387208,0.194078342,-0.050338849,0.239360698,0.127801507,0.115430791,0.053963838
MAGI3,0.223697173,-0.032512289,-0.470176022,0.209772297,-0.027782071,0.118501724,0.115973036,-0.201014863,-0.259480811
MAK,0.292348659,-0.02676508,-0.157608513,-0.118116585,-0.244229712,-0.227328492,0.070445332,-0.088139211,-0.155121445
MAOA,0.402582007,-0.134280014,0.133692863,0.205388913,-0.280233727,-0.426912483,0.509037006,0.211033072,-0.221649163
MAOB,-0.009344245,-0.003952669,0.079954364,0.193447988,0.0037644,-0.066703259,-0.103417487,-0.188899287,-0.214187006
MAP2K1,0.014902664,0.068917982,0.835602637,-0.381674728,-0.518986708,-0.248622312,0.220950693,0.445534482,0.538811855
MAP2K2,-0.816158637,-0.444072295,1.304047361,1.859967399,-0.191213566,1.367890866,0.069206521,-0.447541835,0.022634833
MAP2K3,-0.105878502,0.018153017,0.559384273,-0.134992247,-0.104903454,-0.018270237,0.09745081,-0.268363311,-0.149429757
MAP2K4,0.066046299,-0.278071641,-0.293296972,0.044201096,0.18214279,0.190392156,0.079289376,-0.532228749,-0.277592984
MAP2K5,0.259028772,0.186463842,0.201343136,-0.189107807,0.53875323,0.136266167,0.049658263,0.323897746,0.336568222
MAP2K6,0.626524677,0.249353086,0.162006187,-0.395223883,-0.251048538,-0.219902197,0.114675509,0.28769033,-0.047426645
MAP2K7,-0.139800686,-0.128881023,-0.824512253,0.171736258,0.031587114,0.335789161,-0.620937867,-0.727256286,-0.585963904
MAP3K1,0.131231987,-0.151679787,-0.748885927,0.39388845,0.136829386,0.416674102,-0.226283083,-0.541185798,-0.367706038
MAP3K10,0.090144843,0.066167589,-0.153289526,-0.092466916,0.091649665,0.059779139,-0.050953618,-0.200617245,-0.165875244
MAP3K11,0.117182608,0.052261671,-0.506650067,0.130078819,-0.301921823,0.076240285,-0.221991087,-0.261852956,-0.235888247
MAP3K12,0.017320016,0.005291531,-0.600442786,0.150352628,0.005296859,0.032976658,-0.103769436,-0.282301886,-0.259073488
MAP3K13,-0.045941136,0.109794438,-0.005911593,0.000254538,-0.05496596,-0.081147263,-0.016831483,0.099480965,-0.09494172
MAP3K19,0.012684073,-0.110642146,-0.124592603,0.149950981,0.231898828,0.111445515,0.147566486,-0.054611284,-0.021965658
MAP3K2,-0.381031368,0.023383329,0.0845727,-0.00822552,-0.02101845,-0.093257062,0.031190854,0.146472508,0.134942291
MAP3K3,-0.3912151,0.013380443,-0.229760331,0.061555009,-0.109142199,0.211598423,-0.265934162,-0.080887972,-0.2660251
MAP3K4,-0.185734156,-0.144208528,0.76023019,-0.115439513,0.109937149,-0.341373462,-0.030918629,-0.312109657,-0.154675031
MAP3K5,0.090663569,-0.067409112,-0.435192674,0.097636849,-0.184393188,0.303277971,0.098793135,-0.42449718,-0.416519843
MAP3K6,0.18570321,-0.026029849,-0.366673326,0.100958781,-0.033785608,0.04599396,-0.309936075,-0.530651375,-0.464109859
MAP3K7,-0.160162598,-0.019748365,0.090634757,-0.18924188,-0.468708799,0.135249912,-0.03543569,0.2537503,0.033634925
MAP3K8,-0.023720551,0.075672875,0.212295159,-0.052166551,-0.032764066,-0.044887333,-0.016095066,-0.093265434,-0.143457267
MAP3K9,-0.196623065,-0.216732943,-0.978603419,0.087243754,0.165203113,0.235780129,-0.378232455,-0.652533957,-1.115830851
MAP4K1,0.125348508,-0.045269649,-0.489345862,0.088380044,0.124739543,0.030023924,-0.152872073,-0.287025216,-0.308150189
MAP4K2,-0.010583394,-0.032838684,-0.104304574,-0.010736579,-0.026540533,-0.004797968,-0.074611023,-0.146348302,-0.045876022
MAP4K3,-0.031678463,0.069590634,0.701509575,-0.034718443,0.256769741,0.119954708,0.430924655,-0.113052829,-0.124596835
MAP4K4,0.024685562,0.00955613,-0.683513687,-0.311542307,-0.301827697,-0.237295854,-0.374413108,-0.574335329,-0.357861793
MAPK1,-1.575425932,0.066686804,-0.33379226,-0.025384039,-0.6567222,0.651570346,0.293474777,0.452144335,0.612802882
MAPK10,0.32953072,0.028044978,-0.143805409,0.132031037,-0.110057632,0.106332491,-0.040928563,0.11254344,-0.043795554
MAPK11,0.073607183,-0.138664456,-0.30341174,0.013753903,-0.200156689,-0.051331887,-0.162041928,-0.2023597,-0.387962762
MAPK12,-0.303379596,-0.100562424,0.091087801,0.307810499,-0.197017051,0.192380628,0.001305919,-0.020886929,0.035554245
MAPK13,0.730227136,-0.05598192,0.136846259,0.160101672,0.038476519,0.157086839,0.323587124,-0.037941825,-0.216652278
MAPK14,0.078096805,0.417869596,1.158248464,0.139162544,-0.078856415,-0.195063264,0.165410205,-0.184816153,0.035757031
MAPK15,0.257283794,0.014789946,-0.334116885,0.183479336,0.274186125,-0.039577917,-0.226830202,-0.214027388,-0.472786295
MAPK3,-0.359186101,-0.040033145,0.049596304,0.197453408,-0.310843014,0.432274249,0.258651699,-0.03690378,0.089603305
MAPK4,0.250690091,0.029929005,0.052588811,-0.015023058,-0.16087881,0.032613807,0.094850946,0.235876616,0.09467121
MAPK6,-0.406626103,-0.201868186,1.062726046,-0.011391604,-0.215908364,-0.398250493,0.045063698,0.491371949,0.262660161
MAPK7,0.1158058,-0.401802816,0.291618005,0.032789407,-0.421236525,-0.010391981,-0.659476871,-0.71654135,0.026144276
MAPK8,-0.397025207,0.055392135,0.223139763,0.17944768,-0.02408783,0.042143552,0.220689977,0.152194331,0.116941238
MAPK8IP1,0.419005724,-0.06139439,-0.159823269,0.705282162,0.15278844,0.54058516,-0.009134813,-0.441468346,-0.252940575
MAPK9,-0.316103815,-0.055522197,0.397000267,-0.267041248,-0.228905836,-0.236058801,-0.161785151,0.158947434,0.117545592
MAPKAP1,-0.129825511,-0.196585555,0.198061531,-0.212886357,-1.128944845,-0.289215403,0.074381652,-0.142198806,-0.22999268
MAPKAPK2,-0.208564394,0.188229212,-0.038776539,0.323479652,-0.230473505,0.409435479,0.001521485,-0.112482959,-0.423850316
MAPKAPK3,-0.456903185,0.10883856,0.04664102,-0.028385255,-0.462584663,-0.210260515,0.057682791,0.047980319,0.118417504
MAPKAPK5,-0.14182949,-0.328702613,-0.02274389,0.219450712,-0.256167114,0.069328157,0.036713004,-0.322625067,-0.460554943
MARK1,0.168093956,-0.098186784,-0.213083818,0.028148149,-0.170385539,-0.130047375,0.05242974,0.113112683,-0.162618568
MARK2,-0.4108299,0.069891328,-0.307776518,-0.083816043,0.125878607,0.114220996,0.044997184,-0.203884008,0.030097022
MARK3,-0.298733003,0.011233814,-0.242882938,-0.074033237,-0.165950761,-0.186845602,-0.014507659,-0.050010258,-0.31168829
MARK4,0.284482658,-0.313540415,-0.630989893,0.218250622,-0.284199592,0.243692349,-0.307599731,-0.516811782,-0.641827704
MAST2,0.602365059,-0.081003153,-0.029749732,0.038921499,-0.19586602,-0.129134408,0.038217825,0.003112313,-0.021433544
MAST3,0.461024942,0.106507433,-0.097433911,0.150752765,-0.005402833,0.09433655,0.003469616,-0.119260987,-0.052541173
MAST4,0.624509379,-0.08273391,-0.65479502,0.049439437,0.156934542,0.095247942,-0.210633392,-0.139864782,-0.377856928
MASTL,-0.415961385,-0.060016135,-0.160497012,0.293441907,0.040359528,0.322082016,-0.31837033,-0.056106938,-0.086964547
MATK,0.211816589,-0.071709767,0.184571478,-0.086119424,0.02816462,-0.000947027,-0.0907692,-0.412179473,-0.387426908
MAU2,0.997319477,-0.44113999,0.069831713,0.142572405,-0.082802579,0.050637585,0.255895336,-0.173187545,-0.458733428
MBD1,0.002714487,0.051517744,-0.84335684,0.427763906,-0.136074768,0.047064302,0.300894219,-0.13507288,0.007533177
MBD2,0.5683957,-0.240463226,-0.557075759,0.547662577,0.047830264,0.386812091,-0.598952789,-0.721156573,-0.825598516
MBD3,-1.294955559,0.205275697,0.354284016,-0.155288178,0.928746561,0.143172317,0.106459568,-0.302056904,0.095255375
MBD3L1,-0.427645298,-0.015948973,-0.56358481,0.296102401,0.286924635,0.368089,-0.253262925,-0.13546788,0.454767264
MBD3L2,0.209144031,0.050597891,0.31706975,-0.109602662,-0.314931695,0.096837008,0.089606627,0.37810852,0.428197588
MBD4,-0.126866193,0.030366758,-0.159455291,-0.054091619,0.04849869,0.041572975,0.046652348,-0.077339553,-0.252021228
MBD5,0.078725431,0.035509817,-0.089919075,-0.228371678,0.002366168,-0.120555827,0.162924322,0.12094918,0.019021859
MBIP,-0.123806179,-0.12535828,0.054970922,-0.039826532,0.086603195,-0.029553706,0.00414685,0.002705958,-0.10132
MBTD1,0.836642673,-0.084187248,0.081468827,0.086242396,0.26322453,-0.210646114,0.473509176,-0.068071071,-0.223823115
MC2R,0.048178689,0.152608104,0.493554337,-0.1258388,1.171943027,-0.277661382,0.140662087,0.385428508,0.421316455
MCL1,-1.257016675,1.86518144,-0.681979152,-0.124457175,-0.520422501,0.303755756,-0.23544584,-0.433736752,-0.529174275
MCM2,0.138602609,-0.079461598,-0.512515874,0.142485685,-0.436677925,-0.784495151,-0.604967988,-1.194337669,-0.645277743
MCRS1,-0.155640596,-0.328814855,-0.68679826,1.034315339,-0.205307975,0.482753461,-0.015339406,-0.327346434,-0.321283421
MDC1,-0.192658162,-0.050207729,-0.552276359,0.067290759,0.030273814,-0.218071523,-0.516081115,-0.622405941,-0.359953461
MDM2,-0.169366157,0.057708181,-0.095624806,0.640441084,-0.258585527,0.236193286,0.277981893,0.498585086,0.139150881
MDM4,-0.177100645,0.020867324,-0.050733851,0.151402468,-0.076514962,-0.005240057,0.163201484,0.620985596,0.432334035
MEA1,0.172787958,-0.435376619,-1.384607416,0.291372076,0.087660587,0.317236017,-0.422761682,-0.525468994,-0.632963107
MEAF6,-0.276206673,-0.000639161,-0.486817614,0.32867496,0.120117616,0.431770129,-0.127709134,-0.45288338,-0.241277615
MECOM,0.07107889,-0.04933649,0.206353705,0.214329784,-0.001100168,0.111281042,0.167016496,0.384985364,0.230882281
MECP2,0.095337323,-0.09914519,-0.386554859,0.194291703,-0.428793034,0.264706923,-0.251852251,-0.418062073,-0.354484821
MED12,0.134319507,0.440132986,0.286938705,0.291103303,0.032097777,-0.165204345,0.089749792,-0.389362603,-0.65021093
MED4,-0.178873233,0.103494765,-0.385791101,0.172432924,-0.073616105,0.188168037,-0.079125019,-0.230070457,-0.312037942
MEF2B,-0.146124257,-0.136517982,-0.18175262,0.147954066,0.022086533,0.017546814,0.139368941,0.002578276,-0.038400409
MELK,-0.098609323,0.261640067,-0.02344195,0.198383275,0.267194428,0.570759736,-0.06060775,0.200977675,-0.399120865
MEN1,0.272731049,1.842223782,-0.408963926,0.708082045,-0.27995902,0.47265069,0.068373092,-0.674789841,-0.138818629
MERTK,-0.204462017,-0.046593761,-0.120572117,-0.024753701,0.113384162,0.025463336,0.262621608,-0.086592467,-0.249223952
MET,-0.125309657,0.043098648,-0.014921394,-0.02246139,-0.291686577,0.032459005,0.22664463,0.154812962,0.248043619
METTL3,0.105813495,-0.220623678,-0.497796108,-0.912225792,-1.095304667,-0.410146302,1.507603597,-0.708865094,0.136617011
MFRP,-0.044976939,-0.203146696,-0.450779668,1.4274601,-0.438593203,-0.125316317,-0.164706246,-0.497877116,-0.47161185
MGAM,0.231818927,0.053658881,0.05695279,-0.034086256,-0.197220908,0.007312549,0.210717755,0.152080247,0.039394487
MGEA5,-0.800388168,-0.233457226,-0.319836994,0.37228079,0.156291217,0.400752754,-0.094467714,0.002477124,0.068070633
MGMT,0.157472441,-0.166986539,-0.758453358,0.050601841,-0.011278342,0.176996321,0.060905541,-0.385318664,-0.383276851
MIER1,-0.28829314,0.044872485,0.209996638,0.178677586,0.102559616,0.019220729,0.026307213,-0.015868685,0.354836364
MINA,0.12090531,-0.082980854,-0.268553551,0.044412617,0.030318549,0.043451179,-0.322942277,-0.408048773,-0.267732802
MINK1,0.12622609,0.515411178,-0.239338023,-0.081080947,-0.119011762,-0.154104166,-0.097670154,0.231843726,-0.07288292
MIS18A,-0.400234942,0.043508938,-0.003189904,0.330076127,-0.070575221,0.301244255,0.109705342,-0.284686171,0.01864725
MIS18BP1,0.075309815,0.08833098,-0.097408845,0.337532864,0.213900485,0.186406462,-0.013696899,-0.351918974,-0.355777645
MITF,-0.066540959,-0.09515393,-0.206998931,-0.249317276,-0.156480658,-0.160100004,-0.026586741,-0.079338502,0.233125238
MKNK1,0.056788114,-0.052935825,-0.556926669,-0.083759806,-0.287054963,-0.438172749,-0.25033363,-0.561072545,-0.745513277
MKNK2,0.522926344,-0.131984577,0.379149224,0.156225966,0.594710521,0.211042147,0.134617598,-0.063557823,0.168841583
MLF1IP,-0.176480957,0.179096898,-0.057848309,0.31593235,-0.195612933,0.25391273,0.007672271,0.054090496,0.016877146
MLH1,0.526782206,-0.060745085,-0.203422021,0.284413324,0.283168862,0.410804855,-0.096818546,-0.198001264,0.030703617
MLH3,-0.576617652,0.245367891,0.303245842,0.041974535,0.676936043,0.301589486,1.255919484,1.466813457,1.386437661
MLKL,0.058347987,0.151357318,0.136728638,-0.072753235,-0.085879447,0.053141977,0.252113108,0.522759004,0.166498761
MLLT1,0.314914807,0.310954564,-0.437365682,0.342267457,-0.38768932,0.085382523,0.029137749,-0.342342708,-0.049249201
MLLT10,-0.361009378,0.360588579,0.707031941,0.564206734,-0.118901429,0.378215967,0.570567506,0.066549328,0.142504731
MLLT3,-0.170542842,0.018808497,-0.169575699,-0.011585326,0.008246788,-0.016664121,-0.039987374,-0.252847087,-0.498376363
MLLT6,-0.714949756,-0.366362542,-0.051513847,0.201288822,0.908856457,0.44294991,0.640659443,0.502600838,0.481350393
MME,0.078667539,-0.091059584,-0.16275765,0.191789428,-0.283611789,-0.017910657,-0.108980116,-0.20668645,-0.109768734
MMP2,0.052914251,-0.036648525,0.709309184,-0.240429712,-0.437601067,-0.104457984,0.062583665,0.329590356,0.108201101
MMP3,-0.021717816,-0.043305509,-0.629885629,0.319243349,0.030701859,0.069606496,-0.128667274,-0.410589818,-0.332244554
MMP9,-0.076912615,-0.088589074,-0.124813046,0.070288483,0.143923934,-0.114774883,0.097183917,-0.286007147,-1.80E-01
MMS19,-0.375499282,0.295352694,0.13028682,1.811273912,0.966777577,1.554355094,-0.072052311,0.490294245,0.073291732
MN1,-0.026516136,-0.09882839,-0.417604114,-0.012556397,-0.3148078,0.015229495,-0.258691523,-0.498580444,-0.20208175
MNAT1,-0.320775902,0.091838833,-0.247284152,0.094277903,-0.28321857,0.07271962,-0.210037503,0.086343438,0.091393811
MOB1B,-0.161721526,-0.047661592,0.100430362,0.03301183,-0.109494666,-0.107883397,0.027029084,-0.010300961,0.272357084
MOK,0.044181034,-0.081175371,0.062470283,0.146246577,0.42332524,0.264170609,-0.056920335,0.127832824,-0.10863533
MORF4L1,-0.303313956,-0.166486485,0.051064248,0.288015111,0.106775232,0.045889512,0.01116533,-0.168093293,-0.128095218
MORF4L2,1.99891509,-0.187940547,-0.709110128,0.133458482,-0.201825308,0.182367236,-0.307066386,-1.025337478,-0.913392925
MOS,-0.092647041,-0.024140346,0.290954027,0.201521344,-0.250928111,-0.083066292,-0.003255338,0.166880713,-0.023004517
MPG,-0.042226132,0.00234308,-0.135996668,0.282643889,-0.162364452,0.087441625,0.023619234,-0.574140086,-0.133646203
MPHOSPH8,-0.247569784,-0.032160075,-0.375251528,0.248027813,-0.379420636,-0.108465393,-0.150182983,-0.56367917,-0.487552884
MPL,0.266931181,-0.012503303,-0.449650197,-0.148766589,0.064115647,0.093661443,-0.326375853,-0.463213836,-0.547232768
MPP1,0.088457663,-0.156809182,0.058386904,0.017196052,0.10278333,-0.078454147,-0.210687652,-0.229226866,-0.455131918
MPP2,0.601881552,0.083500779,0.212281115,-0.056543614,0.285972573,-0.046722103,0.092198877,-0.101944742,0.160997262
MPP3,-0.018261006,-0.133220783,-0.093597387,0.159953033,-0.341066009,0.058241931,-0.16307387,-0.361282486,-0.237929781
MRE11A,-0.340926043,-0.219048683,0.260725209,0.119106039,0.080110312,0.024220139,-0.161189378,0.101169067,0.079167539
MS4A1,0.06298778,0.18163072,0.189930952,0.215086173,0.144325327,-0.021975937,-0.018590656,0.267688721,-0.051727488
MSH2,-0.01741353,-0.089464728,-0.288047648,0.109039649,0.112946503,0.027981622,-0.167246811,0.528969458,-0.170177936
MSH3,0.108465958,-0.217488992,-0.296367734,0.191505604,-0.031632726,0.245582178,0.135832955,-0.094463333,-0.16642216
MSH5,-0.027911481,-0.173490766,-0.363208514,-0.14160888,0.082875351,0.340358839,-0.149889273,-0.345075661,-0.187304455
MSH6,-0.009506331,0.148088206,-0.196778654,-0.021646754,-0.160776642,0.204119708,0.403820015,0.00367808,0.063292433
MSL3,-0.869006983,-0.338532845,-0.352553354,0.086772113,-0.496674617,-0.094541708,0.151534869,0.664705775,0.481640793
MST1,0.181223004,-0.179246392,-0.122924232,0.230717583,-0.077644666,0.330371339,0.084588503,0.006551642,-0.344609541
MST1R,0.150822469,-0.171929807,-0.749431663,0.556165828,0.464697548,0.355830787,-0.381386492,-0.891295965,-0.810482437
MST4,0.435826483,-0.303147077,-0.93193951,-0.067690567,-0.128156104,0.215987635,-0.306401868,-0.374890166,-0.680885318
MT3,-0.128187343,-0.141964387,-0.472193352,-0.068967829,-0.027922237,0.055387831,-0.128752861,-0.300698874,-0.119458531
MTA1,0.203274568,0.058089226,-0.271827746,0.023813784,-0.340686996,-0.004618958,0.248525633,-0.313822705,-0.267335438
MTA2,-0.527380001,-0.012681598,0.859495691,-0.125116417,0.313657854,-0.103723181,0.13049936,-0.169353262,0.064716181
MTA3,0.37762335,0.241344443,0.316368427,-0.106005841,0.070562748,-0.003302016,-0.097490689,0.018269336,0.083219102
MTF2,-0.106164407,-0.122111908,0.244436778,0.114348233,-0.656358461,-0.082632208,0.226004934,0.078333277,0.372677996
MTNR1A,-0.205916432,0.001853501,0.336955966,-0.075542892,-0.124713407,-0.12287262,-0.026465705,0.01208037,0.254605751
MTNR1B,-0.083491121,-0.063654492,0.10516043,0.052411152,-0.208814815,0.063235288,-0.119409007,-0.152451412,-0.062258997
MTOR,-0.24570406,0.120145753,-0.143894923,-0.129343328,-0.425544338,-0.123108221,0.179416152,-0.057189067,-0.046541635
MUC1,0.168641737,-0.099729,-0.112772327,0.139064208,0.232821662,0.302058783,-0.082885733,-0.472018902,-0.293737127
MUS81,0.228595108,0.112605413,-0.150240909,0.208641614,0.155309713,0.135437701,-0.375705511,-0.125825642,-0.237944228
MUSK,0.279825317,-0.037355356,-0.521606003,0.172058684,0.001334659,0.109606417,-0.232396946,-0.218527064,-0.437518672
MUTYH,-0.09822267,0.219486174,-0.641247669,0.057177593,-0.362942879,-0.156500954,0.233387136,-0.790312506,-0.44878413
MVD,0.147362275,0.650360575,-0.559575408,-0.090975076,0.852094726,0.466961459,-0.183036413,-0.823665911,-0.692224532
MVK,-0.281962057,-0.13807974,-0.61365069,0.321092348,-0.279292509,-0.303188427,0.002366959,-0.68492771,-0.021961254
MXRA5,0.153874805,0.274405609,-0.334765532,-0.016142259,-0.354052731,-0.09951309,-0.183478774,-0.462644327,-0.258439483
MYBL1,0.013171616,-0.168867088,0.211357412,-0.140391203,-0.499028991,-0.124034341,0.860940542,0.342737074,0.453821165
MYBL2,0.150580707,0.079744818,0.024586579,-0.154576988,-0.10890555,0.10648911,-0.237329658,-0.502883896,-0.266104629
MYC,1.069742961,0.3786647,-0.579110264,0.371571225,0.245320231,0.39118232,0.695645351,0.673896895,1.009288025
MYCL,0.287283196,-0.01798523,-0.268959841,0.338949098,0.57114437,0.447919423,-0.220953161,-0.50810859,-0.419875082
MYCN,-0.099524785,-0.300382473,-0.735961333,0.136391285,0.158204801,0.111338625,-0.06125088,-0.402759864,0.020464996
MYD88,-0.426419716,0.134824,0.023030295,-0.324618975,-0.369334216,-0.087481837,-0.018049787,0.026449665,-0.093146446
MYLK,0.094430522,0.104721019,0.21260892,-0.044574089,-0.351777477,-0.150548983,-0.030387477,-0.012603994,0.086699564
MYLK2,-0.074764455,0.213944958,-0.561596181,0.152916361,0.04500702,0.093183632,0.246318153,0.110713188,0.238472508
MYLK3,0.040000103,-0.256014387,-0.368559548,-0.512549587,-0.3741649,0.160360099,-0.118142599,-0.041163916,-0.49216489
MYLK4,-0.228785271,0.196185023,0.537725152,0.009281967,-0.514908914,-0.078321906,0.143958617,0.250969545,0.451248215
MYO18A,-0.000711736,0.10406459,-0.826858193,-0.032352284,0.312163273,0.237735582,-0.245369491,-0.389205855,-0.523282837
MYO1F,-0.02774404,-0.003176495,0.056279082,0.118519994,0.137563278,0.02374469,0.037023646,-0.028534079,-0.024641929
MYO3A,0.128369707,-0.028237332,-0.100795381,-0.217990462,-0.52894167,0.036305937,0.265602918,0.10164153,0.372640536
MYO3B,0.145994628,-0.05016528,-0.159128097,0.267195431,-0.006431547,-0.131937826,-0.214861013,-0.191539866,0.124798968
MYOCD,0.324490066,-0.052066545,-0.666861184,0.134397799,0.123389018,0.240390773,-0.126472946,-0.450107134,-0.324780737
MYSM1,-0.712666399,0.030089084,0.032961862,-0.049192922,0.098194824,0.044118132,0.172408776,0.020747308,0.035253581
MYT1,0.089301707,-0.267475622,-0.334795883,1.119630564,0.417698028,1.304626025,-0.004269376,0.06112877,-0.001167179
MYT1L,-0.191085859,-0.210377244,0.088410705,-0.596098286,-0.825148237,-0.596636089,-0.240002005,-0.166908003,0.419264086
N4BP2,0.152383632,0.119511538,-0.072603172,0.001424069,0.078456239,0.029170745,-0.021499224,-0.161307142,0.211807225
NAA10,0.056183299,0.034663324,0.339706619,0.073871072,-0.215079876,-0.044276143,0.119495609,0.2022122,0.275458861
NAA30,0.126926349,-0.185466836,-0.192237531,0.281368383,0.49135362,0.462353561,-0.175793551,-0.472394598,-0.43458166
NAA40,0.406860902,-0.089783376,-0.425071346,0.007162996,-0.408337547,0.131195459,-0.019252871,0.36026264,0.081776797
NABP2,-0.562497663,0.233049127,0.103349609,0.265402592,-0.449694349,-0.051420091,0.047923284,-0.042884322,0.139400295
NACA,0.028391878,0.005660589,-0.422330186,0.234910583,0.217439924,0.090849759,-0.008870259,-0.368168003,-0.078045408
